study,region,sample,cell_type,cell_type_clean,sample_id
Zhang2019_Other-Models,Other-Models,IMS1,Macrophage,Macrophage,Zhang2019_Other-Models::IMS1
Zhang2019_Other-Models,Other-Models,IMS1,Mast,Mast,Zhang2019_Other-Models::IMS1
Zhang2019_Other-Models,Other-Models,IMS2,Epithelial,Epithelial,Zhang2019_Other-Models::IMS2
Zhang2019_Other-Models,Other-Models,IMS2,Plasma,Plasma,Zhang2019_Other-Models::IMS2
Zhang2019_Other-Models,Other-Models,IMS2,Macrophage,Macrophage,Zhang2019_Other-Models::IMS2
Zhang2019_Other-Models,Other-Models,IMS2,Endothelial,Endothelial,Zhang2019_Other-Models::IMS2
Zhang2019_Other-Models,Other-Models,IMS2,Fibroblast,Fibroblast,Zhang2019_Other-Models::IMS2
Zhang2019_Other-Models,Other-Models,IMS2,Mast,Mast,Zhang2019_Other-Models::IMS2
Zhang2019_Other-Models,Other-Models,IMS2,Endocrine,Endocrine,Zhang2019_Other-Models::IMS2
Zhang2019_Other-Models,Other-Models,IMS3,T_NK_cell,T NK cell,Zhang2019_Other-Models::IMS3
Zhang2019_Other-Models,Other-Models,IMS3,Endothelial,Endothelial,Zhang2019_Other-Models::IMS3
Zhang2019_Other-Models,Other-Models,IMS3,Epithelial,Epithelial,Zhang2019_Other-Models::IMS3
Zhang2019_Other-Models,Other-Models,IMS3,Fibroblast,Fibroblast,Zhang2019_Other-Models::IMS3
Zhang2019_Other-Models,Other-Models,IMS3,Macrophage,Macrophage,Zhang2019_Other-Models::IMS3
Zhang2019_Other-Models,Other-Models,IMS4,Epithelial,Epithelial,Zhang2019_Other-Models::IMS4
Zhang2019_Other-Models,Other-Models,IMS4,Endocrine,Endocrine,Zhang2019_Other-Models::IMS4
Zhang2019_Other-Models,Other-Models,IMS4,Macrophage,Macrophage,Zhang2019_Other-Models::IMS4
Zhang2019_Other-Models,Other-Models,IMS4,Plasma,Plasma,Zhang2019_Other-Models::IMS4
Zhang2019_Other-Models,Other-Models,IMS4,Fibroblast,Fibroblast,Zhang2019_Other-Models::IMS4
Zhang2019_Other-Models,Other-Models,IMS4,Endothelial,Endothelial,Zhang2019_Other-Models::IMS4
Zhang2019_Other-Models,Other-Models,IMS4,T_NK_cell,T NK cell,Zhang2019_Other-Models::IMS4
Zhang2019_Other-Models,Other-Models,IMS4,Mast,Mast,Zhang2019_Other-Models::IMS4
Zhang2019_Other-Models,Other-Models,IMS4,Pericyte,Pericyte,Zhang2019_Other-Models::IMS4
Zhang2019_Other-Models,Other-Models,EGC,Epithelial,Epithelial,Zhang2019_Other-Models::EGC
Zhang2019_Other-Models,Other-Models,EGC,T_NK_cell,T NK cell,Zhang2019_Other-Models::EGC
Geistlinger2020_Ovarian,Ovarian,T59,Macrophage,Macrophage,Geistlinger2020_Ovarian::T59
Geistlinger2020_Ovarian,Ovarian,T59,Malignant,Malignant,Geistlinger2020_Ovarian::T59
Geistlinger2020_Ovarian,Ovarian,T59,Fibroblast,Fibroblast,Geistlinger2020_Ovarian::T59
Geistlinger2020_Ovarian,Ovarian,T59,T_cell,T cell,Geistlinger2020_Ovarian::T59
Geistlinger2020_Ovarian,Ovarian,T59,Endothelial,Endothelial,Geistlinger2020_Ovarian::T59
Geistlinger2020_Ovarian,Ovarian,T59,B_cell,B cell,Geistlinger2020_Ovarian::T59
Geistlinger2020_Ovarian,Ovarian,T59,Epithelial,Epithelial,Geistlinger2020_Ovarian::T59
Geistlinger2020_Ovarian,Ovarian,T59,NK_cell,NK cell,Geistlinger2020_Ovarian::T59
Geistlinger2020_Ovarian,Ovarian,T59,Plasma,Plasma,Geistlinger2020_Ovarian::T59
Geistlinger2020_Ovarian,Ovarian,T76,T_cell,T cell,Geistlinger2020_Ovarian::T76
Geistlinger2020_Ovarian,Ovarian,T76,Pericyte,Pericyte,Geistlinger2020_Ovarian::T76
Geistlinger2020_Ovarian,Ovarian,T76,Macrophage,Macrophage,Geistlinger2020_Ovarian::T76
Geistlinger2020_Ovarian,Ovarian,T76,Fibroblast,Fibroblast,Geistlinger2020_Ovarian::T76
Geistlinger2020_Ovarian,Ovarian,T76,Malignant,Malignant,Geistlinger2020_Ovarian::T76
Geistlinger2020_Ovarian,Ovarian,T76,B_cell,B cell,Geistlinger2020_Ovarian::T76
Geistlinger2020_Ovarian,Ovarian,T76,NK_cell,NK cell,Geistlinger2020_Ovarian::T76
Geistlinger2020_Ovarian,Ovarian,T76,Endothelial,Endothelial,Geistlinger2020_Ovarian::T76
Geistlinger2020_Ovarian,Ovarian,T76,Epithelial,Epithelial,Geistlinger2020_Ovarian::T76
Geistlinger2020_Ovarian,Ovarian,T77,T_cell,T cell,Geistlinger2020_Ovarian::T77
Geistlinger2020_Ovarian,Ovarian,T77,B_cell,B cell,Geistlinger2020_Ovarian::T77
Geistlinger2020_Ovarian,Ovarian,T77,Macrophage,Macrophage,Geistlinger2020_Ovarian::T77
Geistlinger2020_Ovarian,Ovarian,T77,Malignant,Malignant,Geistlinger2020_Ovarian::T77
Geistlinger2020_Ovarian,Ovarian,T77,NK_cell,NK cell,Geistlinger2020_Ovarian::T77
Geistlinger2020_Ovarian,Ovarian,T77,Epithelial,Epithelial,Geistlinger2020_Ovarian::T77
Geistlinger2020_Ovarian,Ovarian,T77,Plasma,Plasma,Geistlinger2020_Ovarian::T77
Geistlinger2020_Ovarian,Ovarian,T77,Fibroblast,Fibroblast,Geistlinger2020_Ovarian::T77
Geistlinger2020_Ovarian,Ovarian,T89,T_cell,T cell,Geistlinger2020_Ovarian::T89
Geistlinger2020_Ovarian,Ovarian,T89,NK_cell,NK cell,Geistlinger2020_Ovarian::T89
Geistlinger2020_Ovarian,Ovarian,T89,Macrophage,Macrophage,Geistlinger2020_Ovarian::T89
Geistlinger2020_Ovarian,Ovarian,T89,B_cell,B cell,Geistlinger2020_Ovarian::T89
Geistlinger2020_Ovarian,Ovarian,T89,Endothelial,Endothelial,Geistlinger2020_Ovarian::T89
Geistlinger2020_Ovarian,Ovarian,T89,Plasma,Plasma,Geistlinger2020_Ovarian::T89
Geistlinger2020_Ovarian,Ovarian,T89,Malignant,Malignant,Geistlinger2020_Ovarian::T89
Geistlinger2020_Ovarian,Ovarian,T89,Fibroblast,Fibroblast,Geistlinger2020_Ovarian::T89
Geistlinger2020_Ovarian,Ovarian,T89,Epithelial,Epithelial,Geistlinger2020_Ovarian::T89
Geistlinger2020_Ovarian,Ovarian,T90,Macrophage,Macrophage,Geistlinger2020_Ovarian::T90
Geistlinger2020_Ovarian,Ovarian,T90,NK_cell,NK cell,Geistlinger2020_Ovarian::T90
Geistlinger2020_Ovarian,Ovarian,T90,T_cell,T cell,Geistlinger2020_Ovarian::T90
Geistlinger2020_Ovarian,Ovarian,T90,Malignant,Malignant,Geistlinger2020_Ovarian::T90
Geistlinger2020_Ovarian,Ovarian,T90,Fibroblast,Fibroblast,Geistlinger2020_Ovarian::T90
Geistlinger2020_Ovarian,Ovarian,T90,B_cell,B cell,Geistlinger2020_Ovarian::T90
Geistlinger2020_Ovarian,Ovarian,T90,Endothelial,Endothelial,Geistlinger2020_Ovarian::T90
Geistlinger2020_Ovarian,Ovarian,T90,Epithelial,Epithelial,Geistlinger2020_Ovarian::T90
Geistlinger2020_Ovarian,Ovarian,T90,Plasma,Plasma,Geistlinger2020_Ovarian::T90
Izar2020_Ovarian,Ovarian,7,Malignant,Malignant,Izar2020_Ovarian::7
Izar2020_Ovarian,Ovarian,8,Malignant,Malignant,Izar2020_Ovarian::8
Izar2020_Ovarian,Ovarian,8,Macrophage,Macrophage,Izar2020_Ovarian::8
Izar2020_Ovarian,Ovarian,7,Macrophage,Macrophage,Izar2020_Ovarian::7
Izar2020_Ovarian,Ovarian,11,Macrophage,Macrophage,Izar2020_Ovarian::11
Izar2020_Ovarian,Ovarian,11,Malignant,Malignant,Izar2020_Ovarian::11
Izar2020_Ovarian,Ovarian,9,Malignant,Malignant,Izar2020_Ovarian::9
Izar2020_Ovarian,Ovarian,10,Malignant,Malignant,Izar2020_Ovarian::10
Izar2020_Ovarian,Ovarian,11,Fibroblast,Fibroblast,Izar2020_Ovarian::11
Izar2020_Ovarian,Ovarian,5,Malignant,Malignant,Izar2020_Ovarian::5
Nath2021_Ovarian,Ovarian,P02,Malignant,Malignant,Nath2021_Ovarian::P02
Nath2021_Ovarian,Ovarian,P03,Malignant,Malignant,Nath2021_Ovarian::P03
Olalekan2021_Ovarian,Ovarian,omentum2834,Malignant,Malignant,Olalekan2021_Ovarian::omentum2834
Olalekan2021_Ovarian,Ovarian,omentum2834,Fibroblast,Fibroblast,Olalekan2021_Ovarian::omentum2834
Olalekan2021_Ovarian,Ovarian,omentum2834,ESC,ESC,Olalekan2021_Ovarian::omentum2834
Olalekan2021_Ovarian,Ovarian,omentum2834,MSC,MSC,Olalekan2021_Ovarian::omentum2834
Olalekan2021_Ovarian,Ovarian,omentum2834,T_cell,T cell,Olalekan2021_Ovarian::omentum2834
Olalekan2021_Ovarian,Ovarian,omentum2834,Monocyte,Monocyte,Olalekan2021_Ovarian::omentum2834
Olalekan2021_Ovarian,Ovarian,omentum2834,Endothelial,Endothelial,Olalekan2021_Ovarian::omentum2834
Olalekan2021_Ovarian,Ovarian,omentum2834,Plasma,Plasma,Olalekan2021_Ovarian::omentum2834
Olalekan2021_Ovarian,Ovarian,omentum2834,B_cell,B cell,Olalekan2021_Ovarian::omentum2834
Olalekan2021_Ovarian,Ovarian,omentum2834,Dendritic,Dendritic,Olalekan2021_Ovarian::omentum2834
Olalekan2021_Ovarian,Ovarian,omentum3233,Malignant,Malignant,Olalekan2021_Ovarian::omentum3233
Olalekan2021_Ovarian,Ovarian,omentum3233,ESC,ESC,Olalekan2021_Ovarian::omentum3233
Olalekan2021_Ovarian,Ovarian,omentum3233,B_cell,B cell,Olalekan2021_Ovarian::omentum3233
Olalekan2021_Ovarian,Ovarian,omentum3233,T_cell,T cell,Olalekan2021_Ovarian::omentum3233
Olalekan2021_Ovarian,Ovarian,omentum3233,Fibroblast,Fibroblast,Olalekan2021_Ovarian::omentum3233
Olalekan2021_Ovarian,Ovarian,omentum3233,Monocyte,Monocyte,Olalekan2021_Ovarian::omentum3233
Olalekan2021_Ovarian,Ovarian,omentum3233,Plasma,Plasma,Olalekan2021_Ovarian::omentum3233
Olalekan2021_Ovarian,Ovarian,omentum3233,MSC,MSC,Olalekan2021_Ovarian::omentum3233
Olalekan2021_Ovarian,Ovarian,omentum3233,Endothelial,Endothelial,Olalekan2021_Ovarian::omentum3233
Olalekan2021_Ovarian,Ovarian,omentum3401,Fibroblast,Fibroblast,Olalekan2021_Ovarian::omentum3401
Olalekan2021_Ovarian,Ovarian,omentum3401,Monocyte,Monocyte,Olalekan2021_Ovarian::omentum3401
Olalekan2021_Ovarian,Ovarian,omentum3401,Malignant,Malignant,Olalekan2021_Ovarian::omentum3401
Olalekan2021_Ovarian,Ovarian,omentum3401,B_cell,B cell,Olalekan2021_Ovarian::omentum3401
Olalekan2021_Ovarian,Ovarian,omentum3401,T_cell,T cell,Olalekan2021_Ovarian::omentum3401
Olalekan2021_Ovarian,Ovarian,omentum3401,MSC,MSC,Olalekan2021_Ovarian::omentum3401
Olalekan2021_Ovarian,Ovarian,omentum3401,Plasma,Plasma,Olalekan2021_Ovarian::omentum3401
Olalekan2021_Ovarian,Ovarian,omentum3401,Endothelial,Endothelial,Olalekan2021_Ovarian::omentum3401
Olalekan2021_Ovarian,Ovarian,omentum3401,ESC,ESC,Olalekan2021_Ovarian::omentum3401
Olalekan2021_Ovarian,Ovarian,omentum3401,Dendritic,Dendritic,Olalekan2021_Ovarian::omentum3401
Olalekan2021_Ovarian,Ovarian,omentum4806,Malignant,Malignant,Olalekan2021_Ovarian::omentum4806
Olalekan2021_Ovarian,Ovarian,omentum4806,Fibroblast,Fibroblast,Olalekan2021_Ovarian::omentum4806
Olalekan2021_Ovarian,Ovarian,omentum4806,ESC,ESC,Olalekan2021_Ovarian::omentum4806
Olalekan2021_Ovarian,Ovarian,omentum4806,Endothelial,Endothelial,Olalekan2021_Ovarian::omentum4806
Olalekan2021_Ovarian,Ovarian,omentum4806,T_cell,T cell,Olalekan2021_Ovarian::omentum4806
Olalekan2021_Ovarian,Ovarian,omentum4806,MSC,MSC,Olalekan2021_Ovarian::omentum4806
Olalekan2021_Ovarian,Ovarian,omentum4806,Plasma,Plasma,Olalekan2021_Ovarian::omentum4806
Olalekan2021_Ovarian,Ovarian,omentum4806,Monocyte,Monocyte,Olalekan2021_Ovarian::omentum4806
Olalekan2021_Ovarian,Ovarian,omentum4806,B_cell,B cell,Olalekan2021_Ovarian::omentum4806
Olalekan2021_Ovarian,Ovarian,omentum5150,Malignant,Malignant,Olalekan2021_Ovarian::omentum5150
Olalekan2021_Ovarian,Ovarian,omentum5150,Monocyte,Monocyte,Olalekan2021_Ovarian::omentum5150
Olalekan2021_Ovarian,Ovarian,omentum5150,Plasma,Plasma,Olalekan2021_Ovarian::omentum5150
Olalekan2021_Ovarian,Ovarian,omentum5150,B_cell,B cell,Olalekan2021_Ovarian::omentum5150
Olalekan2021_Ovarian,Ovarian,omentum5150,Endothelial,Endothelial,Olalekan2021_Ovarian::omentum5150
Olalekan2021_Ovarian,Ovarian,omentum5150,ESC,ESC,Olalekan2021_Ovarian::omentum5150
Olalekan2021_Ovarian,Ovarian,omentum5150,Fibroblast,Fibroblast,Olalekan2021_Ovarian::omentum5150
Olalekan2021_Ovarian,Ovarian,omentum5150,T_cell,T cell,Olalekan2021_Ovarian::omentum5150
Olalekan2021_Ovarian,Ovarian,omentum5150,MSC,MSC,Olalekan2021_Ovarian::omentum5150
Olalekan2021_Ovarian,Ovarian,omentum5150,Dendritic,Dendritic,Olalekan2021_Ovarian::omentum5150
Olalekan2021_Ovarian,Ovarian,omentum6885,Fibroblast,Fibroblast,Olalekan2021_Ovarian::omentum6885
Olalekan2021_Ovarian,Ovarian,omentum6885,Monocyte,Monocyte,Olalekan2021_Ovarian::omentum6885
Olalekan2021_Ovarian,Ovarian,omentum6885,ESC,ESC,Olalekan2021_Ovarian::omentum6885
Olalekan2021_Ovarian,Ovarian,omentum6885,Malignant,Malignant,Olalekan2021_Ovarian::omentum6885
Olalekan2021_Ovarian,Ovarian,omentum6885,Plasma,Plasma,Olalekan2021_Ovarian::omentum6885
Olalekan2021_Ovarian,Ovarian,omentum6885,Endothelial,Endothelial,Olalekan2021_Ovarian::omentum6885
Olalekan2021_Ovarian,Ovarian,omentum6885,T_cell,T cell,Olalekan2021_Ovarian::omentum6885
Olalekan2021_Ovarian,Ovarian,omentum6885,Dendritic,Dendritic,Olalekan2021_Ovarian::omentum6885
Olalekan2021_Ovarian,Ovarian,omentum6885,B_cell,B cell,Olalekan2021_Ovarian::omentum6885
Olalekan2021_Ovarian,Ovarian,omentum6885,MSC,MSC,Olalekan2021_Ovarian::omentum6885
Olbrecht2021_Ovarian,Ovarian,P1_omentum_tumor,Fibroblast,Fibroblast,Olbrecht2021_Ovarian::P1_omentum_tumor
Olbrecht2021_Ovarian,Ovarian,P1_omentum_tumor,Endothelial,Endothelial,Olbrecht2021_Ovarian::P1_omentum_tumor
Olbrecht2021_Ovarian,Ovarian,P1_omentum_tumor,Malignant,Malignant,Olbrecht2021_Ovarian::P1_omentum_tumor
Olbrecht2021_Ovarian,Ovarian,P1_omentum_tumor,Macrophage,Macrophage,Olbrecht2021_Ovarian::P1_omentum_tumor
Olbrecht2021_Ovarian,Ovarian,P1_omentum_tumor,T_cell,T cell,Olbrecht2021_Ovarian::P1_omentum_tumor
Olbrecht2021_Ovarian,Ovarian,P1_omentum_tumor,Epithelial,Epithelial,Olbrecht2021_Ovarian::P1_omentum_tumor
Olbrecht2021_Ovarian,Ovarian,P1_omentum_tumor,Ovary_stromal,Ovary stromal,Olbrecht2021_Ovarian::P1_omentum_tumor
Olbrecht2021_Ovarian,Ovarian,P1_omentum_tumor,Pericyte,Pericyte,Olbrecht2021_Ovarian::P1_omentum_tumor
Olbrecht2021_Ovarian,Ovarian,P1_omentum_tumor,B_cell,B cell,Olbrecht2021_Ovarian::P1_omentum_tumor
Olbrecht2021_Ovarian,Ovarian,P1_omentum_tumor,Smooth_muscle,Smooth muscle,Olbrecht2021_Ovarian::P1_omentum_tumor
Olbrecht2021_Ovarian,Ovarian,P1_omentum_normal,Fibroblast,Fibroblast,Olbrecht2021_Ovarian::P1_omentum_normal
Olbrecht2021_Ovarian,Ovarian,P1_omentum_normal,Macrophage,Macrophage,Olbrecht2021_Ovarian::P1_omentum_normal
Olbrecht2021_Ovarian,Ovarian,P1_omentum_normal,Malignant,Malignant,Olbrecht2021_Ovarian::P1_omentum_normal
Olbrecht2021_Ovarian,Ovarian,P1_omentum_normal,Endothelial,Endothelial,Olbrecht2021_Ovarian::P1_omentum_normal
Olbrecht2021_Ovarian,Ovarian,P1_omentum_normal,B_cell,B cell,Olbrecht2021_Ovarian::P1_omentum_normal
Olbrecht2021_Ovarian,Ovarian,P1_omentum_normal,Smooth_muscle,Smooth muscle,Olbrecht2021_Ovarian::P1_omentum_normal
Olbrecht2021_Ovarian,Ovarian,P1_peritoneum_normal,Endothelial,Endothelial,Olbrecht2021_Ovarian::P1_peritoneum_normal
Olbrecht2021_Ovarian,Ovarian,P1_peritoneum_normal,Fibroblast,Fibroblast,Olbrecht2021_Ovarian::P1_peritoneum_normal
Olbrecht2021_Ovarian,Ovarian,P1_peritoneum_normal,Smooth_muscle,Smooth muscle,Olbrecht2021_Ovarian::P1_peritoneum_normal
Olbrecht2021_Ovarian,Ovarian,P1_peritoneum_normal,Macrophage,Macrophage,Olbrecht2021_Ovarian::P1_peritoneum_normal
Olbrecht2021_Ovarian,Ovarian,P1_peritoneum_normal,T_cell,T cell,Olbrecht2021_Ovarian::P1_peritoneum_normal
Olbrecht2021_Ovarian,Ovarian,P1_peritoneum_normal,Malignant,Malignant,Olbrecht2021_Ovarian::P1_peritoneum_normal
Olbrecht2021_Ovarian,Ovarian,P1_peritoneum_normal,B_cell,B cell,Olbrecht2021_Ovarian::P1_peritoneum_normal
Olbrecht2021_Ovarian,Ovarian,P1_peritoneum_tumor,Fibroblast,Fibroblast,Olbrecht2021_Ovarian::P1_peritoneum_tumor
Olbrecht2021_Ovarian,Ovarian,P1_peritoneum_tumor,Endothelial,Endothelial,Olbrecht2021_Ovarian::P1_peritoneum_tumor
Olbrecht2021_Ovarian,Ovarian,P1_peritoneum_tumor,Macrophage,Macrophage,Olbrecht2021_Ovarian::P1_peritoneum_tumor
Olbrecht2021_Ovarian,Ovarian,P1_peritoneum_tumor,Smooth_muscle,Smooth muscle,Olbrecht2021_Ovarian::P1_peritoneum_tumor
Olbrecht2021_Ovarian,Ovarian,P1_peritoneum_tumor,Malignant,Malignant,Olbrecht2021_Ovarian::P1_peritoneum_tumor
Olbrecht2021_Ovarian,Ovarian,P1_peritoneum_tumor,T_cell,T cell,Olbrecht2021_Ovarian::P1_peritoneum_tumor
Olbrecht2021_Ovarian,Ovarian,P1_peritoneum_tumor,B_cell,B cell,Olbrecht2021_Ovarian::P1_peritoneum_tumor
Olbrecht2021_Ovarian,Ovarian,P1_peritoneum_tumor,Ovary_stromal,Ovary stromal,Olbrecht2021_Ovarian::P1_peritoneum_tumor
Olbrecht2021_Ovarian,Ovarian,P1_ovary_tumor,Malignant,Malignant,Olbrecht2021_Ovarian::P1_ovary_tumor
Olbrecht2021_Ovarian,Ovarian,P1_ovary_tumor,Fibroblast,Fibroblast,Olbrecht2021_Ovarian::P1_ovary_tumor
Olbrecht2021_Ovarian,Ovarian,P1_ovary_tumor,Macrophage,Macrophage,Olbrecht2021_Ovarian::P1_ovary_tumor
Olbrecht2021_Ovarian,Ovarian,P1_ovary_tumor,Ovary_stromal,Ovary stromal,Olbrecht2021_Ovarian::P1_ovary_tumor
Olbrecht2021_Ovarian,Ovarian,P1_ovary_tumor,Epithelial,Epithelial,Olbrecht2021_Ovarian::P1_ovary_tumor
Olbrecht2021_Ovarian,Ovarian,P1_ovary_tumor,T_cell,T cell,Olbrecht2021_Ovarian::P1_ovary_tumor
Olbrecht2021_Ovarian,Ovarian,P1_ovary_tumor,Endothelial,Endothelial,Olbrecht2021_Ovarian::P1_ovary_tumor
Olbrecht2021_Ovarian,Ovarian,P1_ovary_tumor,Pericyte,Pericyte,Olbrecht2021_Ovarian::P1_ovary_tumor
Olbrecht2021_Ovarian,Ovarian,P1_ovary_tumor,Smooth_muscle,Smooth muscle,Olbrecht2021_Ovarian::P1_ovary_tumor
Olbrecht2021_Ovarian,Ovarian,P1_ovary_tumor,B_cell,B cell,Olbrecht2021_Ovarian::P1_ovary_tumor
Olbrecht2021_Ovarian,Ovarian,P2_peritoneum_tumor,Malignant,Malignant,Olbrecht2021_Ovarian::P2_peritoneum_tumor
Olbrecht2021_Ovarian,Ovarian,P2_peritoneum_tumor,Pericyte,Pericyte,Olbrecht2021_Ovarian::P2_peritoneum_tumor
Olbrecht2021_Ovarian,Ovarian,P2_peritoneum_tumor,T_cell,T cell,Olbrecht2021_Ovarian::P2_peritoneum_tumor
Olbrecht2021_Ovarian,Ovarian,P2_peritoneum_tumor,Fibroblast,Fibroblast,Olbrecht2021_Ovarian::P2_peritoneum_tumor
Olbrecht2021_Ovarian,Ovarian,P2_peritoneum_tumor,Macrophage,Macrophage,Olbrecht2021_Ovarian::P2_peritoneum_tumor
Olbrecht2021_Ovarian,Ovarian,P2_peritoneum_tumor,Endothelial,Endothelial,Olbrecht2021_Ovarian::P2_peritoneum_tumor
Olbrecht2021_Ovarian,Ovarian,P2_peritoneum_tumor,B_cell,B cell,Olbrecht2021_Ovarian::P2_peritoneum_tumor
Olbrecht2021_Ovarian,Ovarian,P2_peritoneum_tumor,Epithelial,Epithelial,Olbrecht2021_Ovarian::P2_peritoneum_tumor
Olbrecht2021_Ovarian,Ovarian,P2_peritoneum_tumor,Smooth_muscle,Smooth muscle,Olbrecht2021_Ovarian::P2_peritoneum_tumor
Olbrecht2021_Ovarian,Ovarian,P4_ovary_tumor,Malignant,Malignant,Olbrecht2021_Ovarian::P4_ovary_tumor
Olbrecht2021_Ovarian,Ovarian,P4_ovary_tumor,Epithelial,Epithelial,Olbrecht2021_Ovarian::P4_ovary_tumor
Olbrecht2021_Ovarian,Ovarian,P4_ovary_tumor,T_cell,T cell,Olbrecht2021_Ovarian::P4_ovary_tumor
Olbrecht2021_Ovarian,Ovarian,P4_ovary_tumor,Macrophage,Macrophage,Olbrecht2021_Ovarian::P4_ovary_tumor
Olbrecht2021_Ovarian,Ovarian,P4_ovary_tumor,Endothelial,Endothelial,Olbrecht2021_Ovarian::P4_ovary_tumor
Olbrecht2021_Ovarian,Ovarian,P4_ovary_tumor,B_cell,B cell,Olbrecht2021_Ovarian::P4_ovary_tumor
Olbrecht2021_Ovarian,Ovarian,P4_ovary_tumor,Pericyte,Pericyte,Olbrecht2021_Ovarian::P4_ovary_tumor
Olbrecht2021_Ovarian,Ovarian,P4_ovary_tumor,Fibroblast,Fibroblast,Olbrecht2021_Ovarian::P4_ovary_tumor
Olbrecht2021_Ovarian,Ovarian,P4_ovary_normal,Smooth_muscle,Smooth muscle,Olbrecht2021_Ovarian::P4_ovary_normal
Olbrecht2021_Ovarian,Ovarian,P4_ovary_normal,Ovary_stromal,Ovary stromal,Olbrecht2021_Ovarian::P4_ovary_normal
Olbrecht2021_Ovarian,Ovarian,P4_ovary_normal,Endothelial,Endothelial,Olbrecht2021_Ovarian::P4_ovary_normal
Olbrecht2021_Ovarian,Ovarian,P4_ovary_normal,Macrophage,Macrophage,Olbrecht2021_Ovarian::P4_ovary_normal
Olbrecht2021_Ovarian,Ovarian,P4_ovary_normal,T_cell,T cell,Olbrecht2021_Ovarian::P4_ovary_normal
Olbrecht2021_Ovarian,Ovarian,P4_ovary_normal,Fibroblast,Fibroblast,Olbrecht2021_Ovarian::P4_ovary_normal
Olbrecht2021_Ovarian,Ovarian,P4_ovary_normal,Epithelial,Epithelial,Olbrecht2021_Ovarian::P4_ovary_normal
Olbrecht2021_Ovarian,Ovarian,P4_ovary_normal,Pericyte,Pericyte,Olbrecht2021_Ovarian::P4_ovary_normal
Olbrecht2021_Ovarian,Ovarian,P4_ovary_normal,B_cell,B cell,Olbrecht2021_Ovarian::P4_ovary_normal
Olbrecht2021_Ovarian,Ovarian,P5_peritoneum_tumor,Fibroblast,Fibroblast,Olbrecht2021_Ovarian::P5_peritoneum_tumor
Olbrecht2021_Ovarian,Ovarian,P5_peritoneum_tumor,Pericyte,Pericyte,Olbrecht2021_Ovarian::P5_peritoneum_tumor
Olbrecht2021_Ovarian,Ovarian,P5_peritoneum_tumor,Malignant,Malignant,Olbrecht2021_Ovarian::P5_peritoneum_tumor
Olbrecht2021_Ovarian,Ovarian,P5_peritoneum_tumor,Macrophage,Macrophage,Olbrecht2021_Ovarian::P5_peritoneum_tumor
Olbrecht2021_Ovarian,Ovarian,P5_peritoneum_tumor,Endothelial,Endothelial,Olbrecht2021_Ovarian::P5_peritoneum_tumor
Olbrecht2021_Ovarian,Ovarian,P5_peritoneum_tumor,T_cell,T cell,Olbrecht2021_Ovarian::P5_peritoneum_tumor
Olbrecht2021_Ovarian,Ovarian,P5_peritoneum_tumor,B_cell,B cell,Olbrecht2021_Ovarian::P5_peritoneum_tumor
Olbrecht2021_Ovarian,Ovarian,P5_peritoneum_tumor,Epithelial,Epithelial,Olbrecht2021_Ovarian::P5_peritoneum_tumor
Olbrecht2021_Ovarian,Ovarian,P6_peritoneum_tumor,Epithelial,Epithelial,Olbrecht2021_Ovarian::P6_peritoneum_tumor
Olbrecht2021_Ovarian,Ovarian,P6_peritoneum_tumor,Malignant,Malignant,Olbrecht2021_Ovarian::P6_peritoneum_tumor
Olbrecht2021_Ovarian,Ovarian,P6_peritoneum_tumor,B_cell,B cell,Olbrecht2021_Ovarian::P6_peritoneum_tumor
Olbrecht2021_Ovarian,Ovarian,P6_peritoneum_tumor,Macrophage,Macrophage,Olbrecht2021_Ovarian::P6_peritoneum_tumor
Olbrecht2021_Ovarian,Ovarian,P6_peritoneum_tumor,Pericyte,Pericyte,Olbrecht2021_Ovarian::P6_peritoneum_tumor
Olbrecht2021_Ovarian,Ovarian,P6_peritoneum_tumor,Endothelial,Endothelial,Olbrecht2021_Ovarian::P6_peritoneum_tumor
Olbrecht2021_Ovarian,Ovarian,P6_peritoneum_tumor,Fibroblast,Fibroblast,Olbrecht2021_Ovarian::P6_peritoneum_tumor
Olbrecht2021_Ovarian,Ovarian,P6_peritoneum_tumor,T_cell,T cell,Olbrecht2021_Ovarian::P6_peritoneum_tumor
Olbrecht2021_Ovarian,Ovarian,P7_peritoneum_tumor,Malignant,Malignant,Olbrecht2021_Ovarian::P7_peritoneum_tumor
Olbrecht2021_Ovarian,Ovarian,P7_peritoneum_tumor,Macrophage,Macrophage,Olbrecht2021_Ovarian::P7_peritoneum_tumor
Olbrecht2021_Ovarian,Ovarian,P7_peritoneum_tumor,Fibroblast,Fibroblast,Olbrecht2021_Ovarian::P7_peritoneum_tumor
Olbrecht2021_Ovarian,Ovarian,P7_peritoneum_tumor,Pericyte,Pericyte,Olbrecht2021_Ovarian::P7_peritoneum_tumor
Olbrecht2021_Ovarian,Ovarian,P7_peritoneum_tumor,T_cell,T cell,Olbrecht2021_Ovarian::P7_peritoneum_tumor
Olbrecht2021_Ovarian,Ovarian,P7_peritoneum_tumor,Endothelial,Endothelial,Olbrecht2021_Ovarian::P7_peritoneum_tumor
Olbrecht2021_Ovarian,Ovarian,P7_peritoneum_tumor,Epithelial,Epithelial,Olbrecht2021_Ovarian::P7_peritoneum_tumor
